text,label,phishing_type,severity,confidence
"Hello, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

IT Desk,
Avery Khan",1,tech_support,high,0.84
"Hello, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Support Desk,
Avery Patel",1,tech_support,high,0.85
"Hello, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Security Team,
Riley Brown",1,romance_dating,medium,0.93
"Dear user, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

IT Desk,
Casey Wong",1,credential_harvesting,high,0.83
"Dear customer, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

IT Desk,
Casey Garcia",1,generic_phishing,medium,0.76
"Dear customer, we detected unusual activity on your account. To restore access, please update your information. Your account may be locked until you recover it.

Risk Operations,
Cameron Nguyen",1,social_engineering,high,0.84
"Notice, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Security Team,
Riley Nguyen",1,romance_dating,medium,0.7
"Dear customer, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Support Desk,
Casey Nguyen",1,social_engineering_advanced,high,0.92
"Attention, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

IT Desk,
Sam Singh",1,generic_phishing,low,0.85
"Hi there, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Sincerely,
Jamie Brown",1,tech_support,high,0.86
"Please find the minutes from our last meeting. Action items are listed at the end for convenience.

I'll share the slides later today.

Best,
Riley Martinez",0,legitimate,low,0.98
"Dear customer, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Account Services,
Cameron Brown",1,generic_phishing,medium,0.75
"Hello, final warning. Failure to respond will block your account. Immediate action is required to avoid fine. Your case will be referred to court if unresolved.

Compliance Team,
Alex Wong",1,threats,high,0.91
"Attention, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Security Team,
Morgan Nguyen",1,social_engineering_advanced,high,0.89
"Attention, this is the legal accounts team. There are policy violations on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a suspension.

IT Desk,
Taylor Singh",1,authority_scam,high,0.82
"Dear user, this is an 24 hours notice regarding your account. Your access will expire today. To avoid interruption, complete the form now. This offer is time sensitive and expires midnight. Follow the instructions immediately.

IT Desk,
Jordan Khan",1,urgency,medium,0.83
"Dear user, this is an act fast notice regarding your account. Your access will be limited soon. To avoid interruption, act now. This offer is last chance and expires midnight. Follow the instructions now.

Account Services,
Riley Garcia",1,urgency,medium,0.72
"Dear customer, this is an 24 hours notice regarding your account. Your access will be limited soon. To avoid interruption, act now. This offer is last chance and ends soon. Follow the instructions immediately.

Sincerely,
Riley Brown",1,urgency,medium,0.83
"Dear user, we detected unusual activity on your account. To verify access, please confirm your information. Your account may be locked until you recover it.

Account Services,
Morgan Lee",1,social_engineering,high,0.82
"Dear user, final warning. Failure to respond will freeze your account. Immediate action is required to avoid fine. Your case will be referred to prosecution if unresolved.

Support Desk,
Jamie Khan",1,threats,high,0.95
"Hi there, this is an asap notice regarding your account. Your access will expire soon. To avoid interruption, act now. This offer is time sensitive and ends soon. Follow the instructions immediately.

Account Services,
Casey Khan",1,urgency,medium,0.91
"Please find the minutes from our last meeting. Action items are listed at the end for convenience.

Let me know if the timing works for you.

Best,
Sam Lee",0,legitimate,low,0.99
"Attention, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Sincerely,
Avery Nguyen",1,tech_support,high,0.94
"Dear user, final warning. Failure to respond will block your account. Immediate action is required to avoid fine. Your case will be referred to the judge if unresolved.

Regards,
Avery Khan",1,threats,high,0.96
"Dear user, final warning. Failure to respond will terminate your account. Immediate action is required to avoid penalty. Your case will be referred to court if unresolved.

IT Desk,
Jamie Wong",1,threats,high,0.92
"Hi there, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

IT Desk,
Morgan Nguyen",1,romance_dating,medium,0.78
"Notice, this is an ends soon notice regarding your account. Your access will be limited today. To avoid interruption, act now. This offer is last chance and expires midnight. Follow the instructions now.

Support Desk,
Taylor Singh",1,urgency,high,0.93
"Attention, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Account Services,
Sam Nguyen",1,tech_support,high,0.9
"Dear user, final warning. Failure to respond will freeze your account. Immediate action is required to avoid penalty. Your case will be referred to court if unresolved.

Sincerely,
Jamie Garcia",1,threats,high,0.92
"Hi there, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Compliance Team,
Morgan Patel",1,social_engineering_advanced,high,0.84
"Attention, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Regards,
Casey Singh",1,credential_harvesting,high,0.87
"Notice, this is an expires midnight notice regarding your account. Your access will be limited today. To avoid interruption, act now. This offer is last chance and expires midnight. Follow the instructions now.

Account Services,
Taylor Wong",1,urgency,high,0.73
"Sharing the revised documentation with examples. The new endpoints are described in section two.

Let me know if the timing works for you.

Best,
Sam Martinez",0,legitimate,low,0.96
"Dear user, we detected a security alert on your account. To authenticate access, please update your information. Your account may be locked until you recover it.

Account Services,
Taylor Kim",1,social_engineering,high,0.84
"Dear user, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Support Desk,
Cameron Nguyen",1,credential_harvesting,high,0.79
"I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Thanks for reviewing the document.

Best,
Alex Singh",0,legitimate,low,0.99
"Attention, this is an rush notice regarding your account. Your access will be limited today. To avoid interruption, complete the form now. This offer is time sensitive and expires midnight. Follow the instructions immediately.

Account Services,
Taylor Martinez",1,urgency,high,0.86
"Dear user, we detected a login attempt on your account. To restore access, please update your information. Your account may be locked until you reactivate it.

Compliance Team,
Taylor Nguyen",1,social_engineering,high,0.84
"Thanks for your help on the analysis. I've pushed the changes and left comments in the PR for clarity.

Let me know if the timing works for you.

Best,
Sam Nguyen",0,legitimate,low,0.99
"Sharing the revised documentation with examples. The endpoints are described in section two.

Thanks for reviewing the document.

Best,
Sam Kim",0,legitimate,low,0.95
"Dear user, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Sincerely,
Cameron Garcia",1,romance_dating,high,0.72
"I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Let me know if the timing works for you.

Best,
Jordan Martinez",0,legitimate,low,0.97
"Please find the minutes from our last meeting. Action items are listed at the end of the note for convenience.

Let me know if the timing works for you.

Best,
Taylor Patel",0,legitimate,low,1.0
"Hi there, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Support Desk,
Jamie Lee",1,social_engineering_advanced,high,0.82
"Dear user, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Sincerely,
Cameron Singh",1,credential_harvesting,high,0.78
"Notice, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Security Team,
Casey Khan",1,social_engineering_advanced,high,0.85
"Thanks for your help on the analysis. I've pushed the changes and left comments in the PR for clarity.

Let me know if the timing works for you.

Best,
Jamie Garcia",0,legitimate,low,0.98
"Notice, this is an hurry notice regarding your account. Your access will expire within 24 hours. To avoid interruption, complete the form now. This offer is last chance and expires midnight. Follow the instructions immediately.

Support Desk,
Cameron Kim",1,urgency,medium,0.92
"Dear user, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Compliance Team,
Casey Brown",1,credential_harvesting,high,0.82
"Notice, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Sincerely,
Sam Lee",1,romance_dating,high,0.8
"Notice, final warning. Failure to respond will hold your account. Immediate action is required to avoid legal action. Your case will be referred to court if unresolved.

Risk Operations,
Jordan Khan",1,threats,high,0.86
"Thanks for attending the workshop. Here are the links to references and the slide deck.

Appreciate your feedback on this draft.

Best,
Jamie Nguyen",0,legitimate,low,0.95
"Account holder, this is the immigration accounts team. There are security concerns on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a suspension.

Security Team,
Alex Nguyen",1,authority_scam,high,0.82
"Hi there, your account has been locked. Use the secure link to reset password and restore access. Enter your 2FA code to continue.

Security Team,
Alex Kim",1,credential_harvesting,high,0.87
"Thanks for your help on the analysis. I've pushed the changes and added comments in the PR for clarity.

I'll share the slides later today.

Best,
Morgan Wong",0,legitimate,low,0.99
"Account holder, congratulations! You are the winner of a prize. To claim your gift of $1,200, please provide your account number to process the amount. This offer is available today only.

Support Desk,
Jamie Brown",1,financial_scam,medium,0.8
"Hi team, sharing the latest notes from today's sync. Next steps are attached in the document. Let me know your thoughts.

I'll share the slides later today.

Best,
Riley Brown",0,legitimate,low,0.99
"Please find the minutes from our last meeting. Action items are listed at the end of the note for convenience.

Feel free to add notes before we meet.

Best,
Jamie Lee",0,legitimate,low,0.96
"Hello, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Sincerely,
Sam Brown",1,tech_support,high,0.8
"Dear user, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Compliance Team,
Riley Martinez",1,credential_harvesting,high,0.92
"Notice, this is an while supplies last notice regarding your account. Your access will be limited today. To avoid interruption, complete the form now. This offer is time sensitive and expires midnight. Follow the instructions immediately.

Regards,
Taylor Singh",1,urgency,high,0.89
"Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Thanks for reviewing the document.

Best,
Avery Brown",0,legitimate,low,0.97
"Hello, this is an time sensitive notice regarding your account. Your access will expire today. To avoid interruption, complete the form now. This offer is time sensitive and expires midnight. Follow the instructions now.

Compliance Team,
Morgan Lee",1,urgency,high,0.93
"Thanks for your help on the analysis. I've pushed the changes and left comments in the PR for clarity.

Thanks for reviewing the document.

Best,
Riley Wong",0,legitimate,low,0.99
"Notice, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

IT Desk,
Jordan Brown",1,credential_harvesting,high,0.82
"Hi team, sharing the latest notes from today's sync. Next steps are attached in the document. Let me know your thoughts.

Feel free to add notes before we meet.

Best,
Jordan Garcia",0,legitimate,low,0.96
"Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides.

Feel free to add notes before we meet.

Best,
Jordan Kim",0,legitimate,low,0.96
"Notice, this is the police compliance team. There are policy concerns on your account. To remain in good standing, follow the official steps to review your account today. Failure to respond may result in a suspension.

Regards,
Jamie Lee",1,authority_scam,high,0.95
"Dear customer, your profile has been suspended. Use the secure link to verify your username and restore access. Enter your username and password to continue.

Risk Operations,
Morgan Khan",1,credential_harvesting,high,0.91
"Hi team, sharing notes from today's sync. Next steps are in the shared doc. Let me know your thoughts.

I'll share the slides later today.

Best,
Jamie Brown",0,legitimate,low,0.96
"Attention, final warning. Failure to respond will terminate your account. Immediate action is required to avoid fine. Your case will be referred to court if unresolved.

Risk Operations,
Jamie Garcia",1,threats,high,0.86
"Thanks for attending the workshop. Here are links to references and the slide deck.

I'll share the slides later today.

Best,
Morgan Brown",0,legitimate,low,0.99
"Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

I'll share the slides later today.

Best,
Morgan Wong",0,legitimate,low,0.97
"Hi there, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Support Desk,
Alex Nguyen",1,social_engineering_advanced,high,0.89
"Hello, this is an ends soon notice regarding your account. Your access will expire within 24 hours. To avoid interruption, complete the form now. This offer is last chance and expires midnight. Follow the instructions immediately.

Regards,
Jordan Singh",1,urgency,medium,0.78
"Hello, this is an limited offer notice regarding your account. Your access will be limited within 24 hours. To avoid interruption, act now. This offer is time sensitive and ends soon. Follow the instructions now.

IT Desk,
Taylor Khan",1,urgency,medium,0.79
"Dear customer, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

IT Desk,
Morgan Wong",1,social_engineering_advanced,high,0.86
"I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Feel free to add notes before we meet.

Best,
Taylor Kim",0,legitimate,low,0.99
"Dear user, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Support Desk,
Taylor Martinez",1,credential_harvesting,high,0.94
"Hello, congratulations! You are the selected recipient of a reward. To collect your gift of £2,500, please provide your account number to process the amount. This deal is limited time.

Security Team,
Casey Lee",1,financial_scam,high,0.78
"Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Thanks for reviewing the document.

Best,
Alex Brown",0,legitimate,low,0.98
"Hello, your login has been suspended. Use the secure link to reset password and restore access. Enter your 2FA code to continue.

Support Desk,
Morgan Nguyen",1,credential_harvesting,high,0.82
"Account holder, this is the amazon security team. There are security concerns on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a hold.

Account Services,
Jamie Garcia",1,authority_scam,high,0.85
"Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides for review.

Thanks for reviewing the document.

Best,
Taylor Nguyen",0,legitimate,low,0.98
"I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Appreciate your feedback on this draft.

Best,
Taylor Brown",0,legitimate,low,0.99
"Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides.

I'll share the slides later today.

Best,
Riley Martinez",0,legitimate,low,0.98
"Dear customer, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Sincerely,
Casey Kim",1,tech_support,high,0.85
"Attention, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Support Desk,
Avery Patel",1,urgency,medium,0.85
"Notice, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Sincerely,
Jamie Kim",1,urgency,medium,0.78
"Dear customer, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Compliance Team,
Cameron Brown",1,tech_support,high,0.89
"Dear customer, final warning. Failure to respond will restrict your account. Immediate action is required to avoid fine. Your case will be referred to the judge if unresolved.

Support Desk,
Avery Singh",1,threats,high,0.96
"Dear customer, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Sincerely,
Jordan Brown",1,social_engineering_advanced,high,0.81
"Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

I'll share the slides later today.

Best,
Casey Kim",0,legitimate,low,0.97
"Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides.

Appreciate your feedback on this draft.

Best,
Casey Wong",0,legitimate,low,0.97
"Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Thanks for reviewing the document.

Best,
Jordan Garcia",0,legitimate,low,0.96
"Hello, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Regards,
Avery Khan",1,social_engineering_advanced,high,0.95
"Hi there, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Regards,
Jordan Wong",1,credential_harvesting,high,0.95
"Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Feel free to add notes before we meet.

Best,
Taylor Patel",0,legitimate,low,0.95
"Notice, this is an act fast notice regarding your account. Your access will expire today. To avoid interruption, respond asap. This offer is last chance and ends soon. Follow the instructions immediately.

Risk Operations,
Jamie Wong",1,urgency,medium,0.93
"Hello, final warning. Failure to respond will block your account. Immediate action is required to avoid fine. Your case will be referred to court if unresolved.

Sincerely,
Sam Khan",1,threats,high,0.92
"Account holder, final warning. Failure to respond will terminate your account. Immediate action is required to avoid fine. Your case will be referred to prosecution if unresolved.

Security Team,
Avery Lee",1,threats,high,0.92
"Hi there, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

IT Desk,
Riley Lee",1,romance_dating,medium,0.92
"Dear customer, congratulations! You are the winner of a refund. To collect your gift of 3 BTC, please provide your routing number to process the total. This offer is available today only.

Sincerely,
Jamie Singh",1,financial_scam,medium,0.8
"Account holder, your profile has been suspended. Use the secure link to reset password and restore access. Enter your username and password to continue.

Sincerely,
Jordan Singh",1,credential_harvesting,high,0.79
"Dear customer, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Support Desk,
Casey Garcia",1,credential_harvesting,high,0.83
"Hi there, this is the immigration accounts team. There are security violations on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a suspension.

IT Desk,
Casey Singh",1,authority_scam,high,0.83
"Dear user, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Regards,
Alex Patel",1,urgency,high,0.89
"Hello, congratulations! You are the selected recipient of a reward. To collect your payment of ₹80,000, please provide your credit card to process the amount. This offer is available today only.

Account Services,
Jamie Brown",1,financial_scam,medium,0.69
"Hello, final warning. Failure to respond will terminate your account. Immediate action is required to avoid legal action. Your case will be referred to the judge if unresolved.

Compliance Team,
Casey Khan",1,threats,high,0.82
"Dear customer, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Support Desk,
Jamie Martinez",1,urgency,medium,0.94
"Thanks for attending the workshop. Here are links to references and the slide deck.

Appreciate your feedback on this draft.

Best,
Alex Wong",0,legitimate,low,1.0
"Dear user, this is the fbi compliance team. There are policy violations on your account. To remain in good standing, follow the official steps to review your account today. Failure to respond may result in a restriction.

Support Desk,
Cameron Patel",1,authority_scam,high,0.93
"Dear user, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Compliance Team,
Avery Singh",1,credential_harvesting,high,0.92
"Dear user, final warning. Failure to respond will seize your account. Immediate action is required to avoid legal action. Your case will be referred to court if unresolved.

Account Services,
Avery Singh",1,threats,high,0.83
"Hi there, this is an rush notice regarding your account. Your access will expire today. To avoid interruption, respond asap. This offer is last chance and expires midnight. Follow the instructions immediately.

Support Desk,
Riley Martinez",1,urgency,high,0.91
"Notice, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Regards,
Avery Kim",1,generic_phishing,medium,0.79
"Attention, congratulations! You are the winner of a refund. To collect your payment of 3 BTC, please provide your credit card to process the sum. This offer is available today only.

Account Services,
Taylor Singh",1,financial_scam,medium,0.71
"Hi team, sharing notes from today's sync. Next steps are in the shared doc. Let me know your thoughts.

Thanks for reviewing the document.

Best,
Sam Brown",0,legitimate,low,1.0
"Hello, this is the customs accounts team. There are policy violations on your account. To remain in good standing, follow the official steps to review your account today. Failure to respond may result in a hold.

Risk Operations,
Cameron Lee",1,authority_scam,high,0.79
"Quick reminder about the training session tomorrow. The materials are in the shared drive.

Appreciate your feedback on this draft.

Best,
Riley Brown",0,legitimate,low,0.97
"Dear user, this is an while supplies last notice regarding your account. Your access will be limited today. To avoid interruption, complete the form now. This offer is last chance and ends soon. Follow the instructions immediately.

Compliance Team,
Sam Garcia",1,urgency,high,0.72
"Dear user, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Account Services,
Morgan Garcia",1,tech_support,high,0.88
"Hello, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

IT Desk,
Taylor Brown",1,urgency,medium,0.83
"Thanks for your help on the analysis. I've pushed the changes and added comments in the PR for clarity.

Let me know if the timing works for you.

Best,
Sam Wong",0,legitimate,low,0.96
"Attention, this is an while supplies last notice regarding your account. Your access will be limited within 24 hours. To avoid interruption, respond asap. This offer is last chance and ends soon. Follow the instructions immediately.

IT Desk,
Alex Kim",1,urgency,high,0.85
"Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides.

Let me know if the timing works for you.

Best,
Avery Garcia",0,legitimate,low,0.98
"Dear customer, congratulations! You are the selected recipient of a refund. To collect your gift of ₹80,000, please provide your account number to process the amount. This deal is available today only.

Sincerely,
Alex Martinez",1,financial_scam,medium,0.81
"Dear customer, final warning. Failure to respond will hold your account. Immediate action is required to avoid fine. Your case will be referred to prosecution if unresolved.

Regards,
Morgan Kim",1,threats,high,0.96
"Hello, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Support Desk,
Jamie Brown",1,generic_phishing,low,0.67
"Dear user, this is the fraud prevention security team. There are security concerns on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a suspension.

Security Team,
Jamie Kim",1,authority_scam,high,0.81
"Notice, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Security Team,
Cameron Brown",1,credential_harvesting,high,0.93
"Notice, this is an hurry notice regarding your account. Your access will be limited soon. To avoid interruption, act now. This offer is time sensitive and expires midnight. Follow the instructions immediately.

Regards,
Morgan Patel",1,urgency,high,0.89
"Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides for review.

Appreciate your feedback on this draft.

Best,
Sam Singh",0,legitimate,low,0.97
"Dear user, final warning. Failure to respond will terminate your account. Immediate action is required to avoid penalty. Your case will be referred to prosecution if unresolved.

Security Team,
Cameron Garcia",1,threats,high,0.89
"Thanks for your help on the analysis. I've pushed the changes and left comments in the PR for clarity.

Feel free to add notes before we meet.

Best,
Jordan Lee",0,legitimate,low,0.98
"I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Let me know if the timing works for you.

Best,
Morgan Patel",0,legitimate,low,0.97
"Dear user, this is an act fast notice regarding your account. Your access will be limited within 24 hours. To avoid interruption, complete the form now. This offer is last chance and expires midnight. Follow the instructions immediately.

Regards,
Jamie Khan",1,urgency,high,0.75
"Hello, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Account Services,
Alex Garcia",1,urgency,high,0.87
"Hi there, this is the amazon accounts team. There are policy concerns on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a hold.

Security Team,
Alex Wong",1,authority_scam,high,0.81
"Attention, congratulations! You are the winner of a prize. To claim your payment of €5,000, please provide your routing number to process the total. This offer is limited time.

Regards,
Taylor Wong",1,financial_scam,high,0.74
"Hello, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Sincerely,
Alex Garcia",1,generic_phishing,low,0.8
"I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Appreciate your feedback on this draft.

Best,
Avery Martinez",0,legitimate,low,0.96
"Please find the minutes from our last meeting. Action items are listed at the end of the note for convenience.

Feel free to add notes before we meet.

Best,
Morgan Wong",0,legitimate,low,0.96
"Dear user, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Compliance Team,
Jordan Nguyen",1,romance_dating,medium,0.83
"Dear user, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

IT Desk,
Morgan Lee",1,credential_harvesting,high,0.89
"Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides for review.

Appreciate your feedback on this draft.

Best,
Taylor Nguyen",0,legitimate,low,1.0
"Hello, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

IT Desk,
Jordan Wong",1,generic_phishing,medium,0.69
"I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Appreciate your feedback on this draft.

Best,
Morgan Brown",0,legitimate,low,0.99
"Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Feel free to add notes before we meet.

Best,
Cameron Patel",0,legitimate,low,0.96
"Account holder, congratulations! You are the winner of a prize. To claim your payment of €5,000, please provide your account number to process the total. This deal is limited time.

Risk Operations,
Avery Khan",1,financial_scam,high,0.92
"Please find the minutes from our last meeting. Action items are listed at the end for convenience.

Appreciate your feedback on this draft.

Best,
Jordan Patel",0,legitimate,low,1.0
"Notice, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Compliance Team,
Cameron Garcia",1,social_engineering_advanced,high,0.8
"Dear user, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Security Team,
Sam Patel",1,credential_harvesting,high,0.84
"Dear customer, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Sincerely,
Avery Khan",1,generic_phishing,medium,0.71
"Hi there, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Support Desk,
Casey Lee",1,social_engineering_advanced,high,0.88
"Notice, final warning. Failure to respond will freeze your account. Immediate action is required to avoid penalty. Your case will be referred to prosecution if unresolved.

Sincerely,
Riley Kim",1,threats,high,0.95
"Dear customer, your login has been suspended. Use the secure link to update password and restore access. Enter your username and password to continue.

IT Desk,
Alex Lee",1,credential_harvesting,high,0.91
"Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Thanks for reviewing the document.

Best,
Jamie Lee",0,legitimate,low,0.96
"Hi there, we detected unusual activity on your account. To verify access, please update your information. Your account may be locked until you recover it.

IT Desk,
Taylor Nguyen",1,social_engineering,high,0.92
"Attention, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

IT Desk,
Riley Khan",1,generic_phishing,low,0.86
"Notice, congratulations! You are the selected recipient of a prize. To collect your payment of ₹80,000, please provide your account number to process the amount. This offer is available today only.

Security Team,
Riley Kim",1,financial_scam,high,0.83
"I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Let me know if the timing works for you.

Best,
Morgan Nguyen",0,legitimate,low,0.95
"Hello, this is the government security team. There are security concerns on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a restriction.

Regards,
Morgan Lee",1,authority_scam,high,0.79
"Hello, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Regards,
Riley Garcia",1,generic_phishing,medium,0.88
"Please find the minutes from our last meeting. Action items are listed at the end for convenience.

Thanks for reviewing the document.

Best,
Jamie Singh",0,legitimate,low,0.95
